id_facture,montant_total,nb_relances,delai_paiement,client_id,nb_commandes_client,total_achats_client,moyenne_retard_client,type_client,statut_final_facture
1794,69621.64,2,76,12,20,143711.32,0.32,client,partielle
1795,8958.93,1,31,493,11,106720.61,4.1,client,payée
1796,13055.24,0,34,72,8,27665.73,3.61,client,payée
1797,73050.72,4,80,394,26,196348.37,1.38,client,partielle
1798,11848.01,0,64,63,22,187592.74,1.17,client,payée
1799,11769.39,2,70,163,21,195226.75,1.58,client,partielle
1800,6150.31,2,50,38,27,168167.12,0.69,client,payée
1801,95867.63,2,56,277,10,49048.51,3.79,client,partielle
1802,75063.29,2,85,51,18,173572.02,10.56,client,impayée
1803,38558.88,3,39,402,17,141640.07,12.83,client,impayée
1804,33170.88,0,46,402,17,98034.78,15.29,client,impayée
1805,38221.81,1,60,378,1,7209.33,4.59,client,partielle
1806,78592.09,1,49,154,27,114172.61,4.86,client,partielle
1807,67830.21,1,56,20,22,152212.17,1.86,client,payée
1808,22593.58,1,27,281,4,25280.95,10.83,client,impayée
1809,21540.39,2,33,479,11,25451.83,3.35,client,payée
1810,14347.59,0,33,210,9,80333.84,1.64,client,payée
1811,67728.76,0,61,464,9,53293.84,16.86,client,impayée
1812,77615.4,2,23,245,3,17513.68,6.11,client,partielle
1813,30179.41,1,85,429,6,25604.63,3.12,client,partielle
1814,6989.77,3,12,248,6,21426.6,0.36,client,payée
1815,12806.31,1,54,442,10,43309.75,0.76,client,payée
1816,96946.7,2,11,491,10,71998.44,1.09,client,payée
1817,33067.25,4,15,274,17,47280.3,11.66,client,impayée
1818,78076.2,1,71,48,15,69943.72,17.8,client,impayée
1819,64343.04,0,70,14,25,245748.06,1.55,client,payée
1820,41284.27,2,87,391,4,16688.91,3.45,client,partielle
1821,24540.29,4,32,252,22,214131.28,7.85,client,impayée
1822,16531.71,1,60,166,10,28384.86,2.43,client,payée
1823,63426.23,1,32,113,28,233852.67,3.39,client,payée
1824,78590.21,2,79,64,8,44143.24,10.93,client,impayée
1825,66170.9,1,44,285,1,3558.54,1.16,client,payée
1826,55378.7,2,6,87,24,199185.12,25.46,client,impayée
1827,8985.37,1,80,495,22,45228.62,3.05,client,partielle
1828,97006.43,2,65,234,17,81211.07,1.49,client,partielle
1829,80877.85,1,80,249,12,82066.3,11.15,client,impayée
1830,32818.09,1,29,113,12,46173.14,0.4,client,payée
1831,98097.18,1,58,226,25,116506.68,5.14,client,partielle
1832,62178.75,2,21,183,13,35511.15,0.32,client,payée
1833,60330.15,1,52,81,25,220642.47,14.61,client,impayée
1834,76066.95,2,16,429,26,139810.6,5.1,client,partielle
1835,82118.13,1,65,466,14,44273.06,2.54,client,partielle
1836,67365.47,2,6,275,8,28742.02,2.76,client,payée
1837,17169.1,1,84,386,14,58818.69,0.9,client,payée
1838,37135.41,2,69,93,7,26850.12,2.23,client,partielle
1839,93167.95,0,56,194,17,102449.72,11.71,client,impayée
1840,26338.48,4,38,466,11,101659.2,8.18,client,impayée
1841,40355.87,3,49,487,1,3471.32,5.42,client,impayée
1842,46047.3,2,5,106,8,45020.57,17.18,client,impayée
1843,46743.47,0,56,100,13,95048.67,4.26,client,payée
1844,63229.26,0,71,36,26,90229.19,0.97,client,payée
1845,94592.2,1,80,184,24,77566.49,6.25,client,impayée
1846,27865.81,1,60,149,17,55129.33,4.48,client,partielle
1847,16542.63,3,62,225,24,217340.92,2.87,client,partielle
1848,23759.7,1,54,63,24,184562.96,0.79,client,payée
1849,89257.87,4,29,386,12,56291.4,5.66,client,partielle
1850,66352.03,5,16,383,26,239732.73,2.94,client,partielle
1851,32161.14,1,77,202,16,154053.85,4.32,client,partielle
1852,82514.96,1,69,143,10,51861.9,1.89,client,payée
1853,86830.15,3,60,446,29,176423.84,0.85,client,partielle
1854,85418.86,3,54,268,16,77834.83,2.23,client,partielle
1855,92298.02,3,32,259,28,106972.5,9.56,client,impayée
1856,28962.9,2,7,254,3,24720.24,0.87,client,payée
1857,76728.98,2,42,388,1,7192.5,3.19,client,partielle
1858,48751.25,2,68,265,19,93767.34,1.77,client,partielle
1859,84989.86,1,58,430,24,50760.96,16.39,client,impayée
1860,74206.61,1,40,42,8,64875.1,0.44,client,payée
1861,78762.51,2,48,202,16,93103.54,1.41,client,payée
1862,67335.37,2,48,31,28,72371.11,2.99,client,partielle
1863,21855.73,1,73,165,15,44940.29,1.42,client,payée
1864,56777.56,3,57,267,7,49189.16,6.13,client,impayée
1865,98543.63,3,17,189,2,12741.32,2.32,client,payée
1866,94051.87,4,48,283,13,51009.74,7.59,client,impayée
1867,9101.5,1,8,430,5,15595.17,4.01,client,payée
1868,20657.41,3,74,70,10,90778.74,2.78,client,partielle
1869,17514.23,1,55,235,8,24631.48,2.27,client,payée
1870,73968.09,3,74,94,13,34910.33,1.26,client,partielle
1871,82689.61,1,15,299,19,132231.16,1.46,client,payée
1872,25283.58,1,58,483,6,24122.51,0.97,client,payée
1873,53056.01,2,66,301,18,130550.4,9.54,client,impayée
1874,84866.79,2,63,402,8,47302.27,3.97,client,partielle
1875,74616.15,1,65,306,9,33209.89,3.3,client,partielle
1876,56512.53,0,44,262,17,43470.86,1.94,client,payée
1877,61083.03,0,8,141,4,10260.83,3.64,client,payée
1878,53294.25,3,31,230,22,147111.4,10.71,client,impayée
1879,33267.1,0,20,268,18,145187.31,9.69,client,partielle
1880,58677.09,1,86,263,6,45103.67,4.57,client,partielle
1881,70444.1,1,11,142,11,74171.07,3.77,client,payée
1882,87965.68,3,15,201,23,84810.78,1.28,client,payée
1883,65447.68,1,76,99,22,195674.79,5.9,client,partielle
1884,77306.55,2,68,303,10,70307.66,9.6,client,impayée
1885,20206.81,1,56,263,26,196393.3,1.82,client,payée
1886,48847.96,1,10,39,11,41697.13,2.86,client,payée
1887,5886.5,2,52,184,8,32735.42,0.56,client,payée
1888,28434.49,3,73,213,21,194468.33,9.77,client,impayée
1889,74013.86,2,10,403,3,17425.77,0.51,client,payée
1890,99221.95,0,65,123,2,12861.48,6.09,client,partielle
1891,14421.92,1,70,283,18,51950.23,1.03,client,payée
1892,43141.96,1,77,61,2,10313.18,6.61,client,impayée
1893,81006.74,1,83,66,26,236503.49,5.15,client,partielle
1894,24383.39,2,89,308,12,110414.5,5.86,client,impayée
1895,57733.07,1,57,440,5,39206.11,5.05,client,partielle
1896,74641.77,0,32,398,26,165492.64,2.53,client,payée
1897,63518.62,1,9,357,4,37786.31,4.84,client,payée
1898,22862.35,4,85,289,16,143595.65,1.34,client,partielle
1899,38761.53,2,62,108,14,122791.33,1.6,client,partielle
1900,79460.22,0,28,140,2,18108.92,0.34,client,payée
1901,57651.52,2,35,243,21,118144.05,4.74,client,partielle
1902,5496.81,0,45,341,7,43427.44,9.19,client,partielle
1903,77294.12,4,72,94,21,113234.12,2.38,client,partielle
1904,8354.58,2,88,342,11,87125.9,1.17,client,partielle
1905,75844.71,1,85,322,24,161650.01,8.68,client,impayée
1906,24235.65,1,50,477,12,30690.99,5.17,client,partielle
1907,96016.98,2,14,152,22,68041.64,11.2,client,impayée
1908,39954.37,2,41,224,29,102619.27,0.03,client,payée
1909,36058.5,3,25,173,25,184110.77,2.56,client,payée
1910,19144.36,0,25,204,26,74839.46,11.56,client,impayée
1911,34032.4,2,84,247,5,31632.79,5.63,client,impayée
1912,88281.82,2,14,183,24,209440.32,3.16,client,payée
1913,99651.76,2,86,379,16,153281.86,2.68,client,partielle
1914,39989.41,0,28,455,22,119368.86,11.28,client,impayée
1915,47618.01,3,16,53,7,43872.06,8.91,client,impayée
1916,73596.74,2,24,450,28,242262.28,0.06,client,payée
1917,89188.6,0,74,360,8,75887.47,0.65,client,payée
1918,61339.21,5,12,275,4,20475.57,3.59,client,partielle
1919,42194.94,3,82,179,4,19297.94,0.61,client,partielle
1920,44199.07,0,9,338,27,151382.44,1.61,client,payée
1921,71083.72,2,58,98,6,24182.63,9.01,client,impayée
1922,5305.74,2,40,126,2,17754.63,2.44,client,partielle
1923,63860.99,2,42,194,9,40910.24,3.0,client,partielle
1924,38771.84,4,7,45,28,156678.44,0.96,client,payée
1925,80448.75,0,40,384,8,36477.65,4.61,client,payée
1926,13834.11,0,26,358,18,53124.63,0.64,client,payée
1927,60879.22,1,12,424,28,191889.02,4.97,client,payée
1928,50692.42,3,65,211,12,80410.61,6.87,client,impayée
1929,66020.92,2,82,390,16,69747.22,10.34,client,impayée
1930,11161.09,2,11,435,1,2251.19,4.37,client,partielle
1931,60098.46,1,72,169,26,246843.3,2.02,client,partielle
1932,58341.04,1,66,431,20,96887.56,9.54,client,impayée
1933,58262.71,0,23,145,27,170371.02,4.54,client,payée
1934,62331.33,1,51,407,4,12599.96,2.22,client,payée
1935,69264.45,1,28,40,14,56130.82,1.95,client,payée
1936,81473.95,2,84,329,18,98676.4,1.93,client,partielle
1937,30632.97,2,10,421,5,32489.78,0.29,client,payée
1938,83379.69,3,12,358,28,247299.17,0.53,client,payée
1939,52334.29,2,29,85,3,12969.92,0.47,client,payée
1940,12320.54,1,78,186,19,170510.68,1.87,client,partielle
1941,10562.34,1,45,405,12,68010.61,3.21,client,payée
1942,36752.64,3,62,411,26,141996.79,0.8,client,partielle
1943,79565.21,3,85,395,28,144796.93,8.8,client,impayée
1944,72229.69,2,64,39,19,172699.08,0.34,client,payée
1945,79918.42,2,7,222,20,80162.75,14.53,client,impayée
1946,54140.56,3,13,191,11,97448.05,0.39,client,payée
1947,46818.9,1,56,28,21,56969.39,11.25,client,impayée
1948,19007.99,2,62,340,20,192852.49,1.51,client,partielle
1949,36178.31,2,64,175,9,54217.13,21.62,client,impayée
1950,46231.84,1,86,237,20,199824.83,3.68,client,partielle
1951,13417.04,1,53,47,27,185313.73,0.09,client,payée
1952,25958.14,3,9,110,23,67638.78,1.66,client,payée
1953,61831.4,2,66,486,26,64665.47,14.08,client,impayée
1954,74888.0,1,36,388,27,95778.47,1.78,client,payée
1955,99843.01,2,31,189,5,26845.96,2.23,client,payée
1956,93645.77,2,89,274,10,79775.17,0.23,client,partielle
1957,66043.69,4,28,178,9,18051.47,1.46,client,partielle
1958,45018.57,1,42,93,25,101469.36,1.5,client,payée
1959,65436.85,0,71,420,13,87107.27,6.29,client,partielle
1960,79636.9,1,20,91,29,127108.94,3.52,client,payée
1961,16241.94,0,19,245,29,140810.93,0.88,client,payée
1962,43940.96,1,29,1,8,35248.87,7.94,client,partielle
1963,84781.22,0,76,35,22,211760.19,4.73,client,partielle
1964,41464.13,0,8,261,13,32846.65,1.56,client,payée
1965,59327.87,0,36,116,28,259282.52,1.27,client,payée
1966,60838.09,3,49,262,27,123819.66,12.95,client,impayée
1967,22525.24,0,60,60,22,87392.21,5.07,client,partielle
1968,39412.37,0,39,100,28,253852.15,8.24,client,partielle
1969,36778.57,1,57,133,18,77340.16,1.28,client,payée
1970,7488.69,2,34,236,23,227696.97,4.44,client,partielle
1971,7298.22,0,53,160,9,57462.32,0.27,client,payée
1972,84011.22,2,85,423,9,52298.78,4.52,client,impayée
1973,30941.73,4,87,255,2,19623.79,1.14,client,impayée
1974,54217.48,1,56,237,25,95353.37,5.53,client,partielle
1975,33378.93,2,85,95,7,64902.28,13.44,client,impayée
1976,94364.53,1,6,40,5,33660.98,3.07,client,payée
1977,29633.19,2,63,237,21,168834.58,1.82,client,partielle
1978,45817.4,0,41,236,6,39937.65,0.66,client,payée
1979,87909.37,4,33,298,13,90339.44,5.55,client,impayée
1980,84983.69,1,34,74,24,77744.91,4.39,client,payée
1981,22679.63,0,26,223,18,57839.42,3.93,client,payée
1982,81251.11,1,79,392,3,15531.77,13.74,client,impayée
1983,48527.75,1,23,347,10,47711.14,19.12,client,impayée
1984,50882.04,1,71,29,23,177019.12,6.31,client,partielle
1985,17680.6,1,22,444,3,23346.25,1.09,client,payée
1986,12657.14,0,69,334,1,6510.34,14.67,client,impayée
1987,74154.23,2,88,23,6,31296.44,2.12,client,partielle
1988,52163.81,4,9,4,23,170532.96,0.41,client,payée
1989,46500.82,3,80,244,16,119980.23,1.38,client,partielle
1990,74303.28,2,15,34,25,211820.39,8.87,client,partielle
1991,77723.73,1,62,105,17,144395.31,1.14,client,payée
1992,20096.28,3,22,166,27,69026.51,2.51,client,payée
1993,62971.39,0,76,317,16,79878.57,1.6,client,payée
1994,17858.64,0,60,27,25,133985.84,0.24,client,payée
1995,76380.63,2,26,83,10,87754.0,4.12,client,partielle
1996,67410.74,2,60,159,7,42101.24,4.95,client,partielle
1997,95878.39,2,70,387,8,47283.57,7.83,client,impayée
1998,11551.01,3,27,477,3,19290.53,2.68,client,partielle
1999,10420.2,4,20,333,5,15088.56,0.76,client,payée
2000,31807.77,2,48,155,19,123925.08,5.28,client,partielle
2001,29862.04,0,76,171,7,44886.65,11.04,client,impayée
2002,28462.99,0,72,444,18,144637.27,0.64,client,payée
2003,91094.19,1,18,96,22,155610.96,1.01,client,payée
2004,28706.89,2,13,302,26,250646.25,2.0,client,payée
2005,30835.22,0,79,241,18,47534.6,5.25,client,partielle
2006,77142.83,0,20,498,25,204330.32,3.71,client,payée
2007,47725.29,0,17,293,6,48072.11,6.23,client,payée
2008,78787.5,1,40,121,5,20773.8,0.16,client,payée
2009,11209.78,1,48,195,6,45530.41,8.32,client,impayée
2010,51319.26,0,85,231,29,210962.53,21.9,client,impayée
2011,8193.29,0,18,134,28,122910.11,0.24,client,payée
2012,10952.05,4,21,59,6,46741.56,3.42,client,partielle
2013,91111.56,1,69,131,22,207794.81,6.73,client,partielle
2014,18228.31,1,88,500,26,115485.55,3.24,client,partielle
2015,55579.96,1,58,461,22,216494.54,4.49,client,partielle
2016,44054.08,1,6,395,25,94857.36,12.69,client,impayée
2017,37997.62,2,21,27,23,70774.07,3.88,client,payée
2018,90484.17,1,27,245,11,28780.43,1.35,client,payée
2019,7073.22,2,5,130,17,63060.94,6.71,client,partielle
2020,68060.02,3,16,320,26,123242.42,2.35,client,payée
2021,96522.47,2,17,232,9,70787.49,1.68,client,payée
2022,58215.98,1,82,172,22,56673.93,1.43,client,partielle
2023,93998.13,0,78,76,16,96929.94,0.41,client,payée
2024,9964.5,3,16,55,10,61499.41,13.51,client,impayée
2025,44785.37,1,61,239,15,57353.16,4.14,client,partielle
2026,29714.99,3,22,121,8,18909.23,15.52,client,impayée
2027,74427.99,3,87,424,14,53213.33,9.89,client,impayée
2028,98223.22,1,19,332,16,61489.86,0.15,client,payée
2029,29370.36,1,43,407,19,142579.61,1.42,client,payée
2030,67146.59,0,82,192,3,11610.71,1.89,client,payée
2031,23819.28,0,77,479,13,61387.48,3.36,client,partielle
2032,58706.37,1,73,441,28,66624.31,6.3,client,partielle
2033,49073.59,1,37,10,9,62924.11,5.71,client,partielle
2034,97340.51,1,52,291,12,69517.8,21.82,client,impayée
2035,62810.09,2,9,134,25,118993.89,12.84,client,impayée
2036,38203.11,1,12,89,5,38115.21,1.03,client,payée
2037,15839.1,2,23,479,21,156596.48,9.83,client,impayée
2038,19368.45,1,56,255,19,87841.89,9.26,client,impayée
2039,26405.11,2,16,182,7,53726.83,4.28,client,payée
2040,28841.83,1,76,222,7,33499.75,2.06,client,partielle
2041,85808.53,1,12,380,19,71743.89,1.17,client,payée
2042,58316.16,1,59,207,8,62069.11,1.19,client,payée
2043,54722.14,1,88,494,6,46945.24,2.06,client,partielle
2044,15903.04,1,38,323,3,26778.41,3.51,client,payée
2045,86713.27,1,86,82,22,132166.19,4.38,client,partielle
2046,73667.36,2,69,120,1,3859.03,1.97,client,partielle
2047,11428.49,2,79,312,6,52171.06,2.2,client,partielle
2048,72244.33,1,51,337,23,78138.72,0.07,client,payée
2049,56636.13,0,39,60,20,190178.17,0.01,client,payée
2050,12763.91,3,36,270,20,89064.56,11.89,client,impayée
2051,48538.56,2,55,174,19,40851.97,0.07,client,payée
2052,51046.15,3,84,272,21,73376.74,0.17,client,partielle
2053,20748.58,0,10,371,28,148913.37,1.15,client,payée
2054,94841.32,3,13,283,13,31739.69,6.8,client,partielle
2055,85747.66,2,44,235,27,142456.53,5.68,client,partielle
2056,68557.12,2,52,421,17,61591.96,5.21,client,partielle
2057,48918.08,1,76,481,22,47335.96,4.28,client,partielle
2058,44117.73,2,30,61,18,79056.93,1.13,client,payée
2059,66842.48,3,86,374,20,76208.73,2.54,client,partielle
2060,56816.03,1,41,404,6,32148.47,3.25,client,payée
2061,10915.95,0,56,281,11,88793.35,4.37,client,partielle
2062,53687.75,1,16,178,27,164111.52,1.11,client,payée
2063,81608.34,4,42,58,6,48867.13,6.53,client,impayée
2064,48627.79,5,72,78,28,131416.15,1.85,client,impayée
2065,9935.87,3,20,421,26,54742.4,5.4,client,partielle
2066,79696.43,2,65,133,7,65641.7,3.61,client,partielle
2067,24129.56,1,28,310,1,4517.72,4.49,client,partielle
2068,29568.98,1,82,293,28,174020.59,2.66,client,partielle
2069,20647.1,2,21,330,22,126581.79,2.94,client,payée
2070,36370.43,1,8,10,25,166617.02,10.13,client,partielle
2071,76891.39,0,54,265,24,217913.11,3.23,client,payée
2072,54341.66,0,7,334,8,71503.65,7.9,client,partielle
2073,24463.72,2,12,289,27,265902.53,2.51,client,payée
2074,88393.86,0,16,477,14,87177.36,6.03,client,payée
2075,88560.28,2,39,408,22,206353.7,1.33,client,payée
2076,87704.95,2,70,70,20,117192.04,12.45,client,impayée
2077,27685.64,1,57,57,1,2355.23,17.1,client,impayée
2078,47867.74,0,37,26,5,15847.79,11.58,client,impayée
2079,98574.02,0,22,167,29,135484.77,2.13,client,payée
2080,78341.19,2,62,172,5,39018.31,1.62,client,partielle
2081,7580.91,2,82,320,14,37113.61,1.01,client,partielle
2082,11194.44,0,49,495,7,34246.91,10.32,client,impayée
2083,49073.48,2,19,432,17,167601.1,0.63,client,payée
2084,91375.92,1,19,195,29,240277.85,5.14,client,payée
2085,56176.67,1,49,48,11,72335.62,2.01,client,payée
2086,52292.19,2,72,40,22,54871.56,1.04,client,partielle
2087,15020.0,2,73,174,7,14818.66,1.02,client,partielle
2088,67394.11,1,71,352,1,2841.99,10.24,client,impayée
2089,83099.8,1,80,474,15,69255.61,9.82,client,impayée
2090,41139.9,2,66,259,19,130171.79,1.59,client,partielle
2091,78683.13,0,88,460,10,35798.41,0.17,client,payée
2092,96625.28,3,48,398,9,21682.88,10.17,client,impayée
2093,24357.81,3,24,253,13,35448.23,0.3,client,payée
2094,54716.31,1,43,211,24,129944.63,0.44,client,payée
2095,32278.11,4,43,260,13,106405.21,8.63,client,impayée
2096,80321.17,0,5,255,26,222786.21,8.5,client,partielle
2097,59871.37,0,71,140,6,25970.52,1.13,client,payée
2098,65285.33,3,51,483,8,58460.04,0.19,client,payée
2099,80801.85,3,77,374,12,61700.14,0.33,client,partielle
2100,42617.19,1,58,251,2,19560.2,3.02,client,partielle
2101,91933.56,2,24,407,29,151950.93,2.71,client,payée
2102,55637.74,4,13,240,16,82675.66,1.01,client,payée
2103,20005.71,0,32,131,29,174363.69,11.99,client,impayée
2104,71110.42,1,68,3,12,26448.24,4.02,client,partielle
2105,80359.83,1,39,125,23,122898.8,8.23,client,partielle
2106,35092.36,0,44,231,18,155333.95,0.55,client,payée
2107,86432.03,1,6,298,3,20689.97,18.15,client,impayée
2108,91083.61,4,7,249,18,175596.64,8.3,client,impayée
2109,31305.93,4,18,464,11,50654.81,1.7,client,payée
2110,98434.54,2,85,461,5,16460.97,0.11,client,partielle
2111,18367.6,0,72,147,13,104059.94,0.9,client,payée
2112,24191.49,1,51,156,10,23492.56,2.71,client,payée
2113,22501.36,0,58,294,21,68805.39,0.01,client,payée
2114,89929.02,0,62,117,22,133223.15,0.21,client,payée
2115,67157.79,1,66,137,15,120424.64,0.52,client,payée
2116,19449.91,2,55,184,6,40846.56,8.3,client,impayée
2117,46830.72,2,82,110,16,159346.25,3.96,client,partielle
2118,63453.31,5,52,401,23,166509.03,1.06,client,partielle
2119,12929.09,5,31,135,8,62397.91,1.54,client,partielle
2120,88829.55,3,81,456,20,199026.56,5.14,client,impayée
2121,81342.34,2,59,101,25,168492.51,1.92,client,partielle
2122,52994.64,3,88,116,3,23150.84,5.73,client,impayée
2123,96877.03,1,53,119,5,21933.1,7.53,client,partielle
2124,44687.29,1,28,204,15,94410.66,1.83,client,payée
2125,98490.48,3,14,54,3,27886.86,2.28,client,payée
2126,68452.4,2,11,28,15,132398.63,0.26,client,payée
2127,65293.77,0,21,384,2,8900.61,8.57,client,partielle
2128,20765.72,0,26,450,12,58292.92,4.66,client,payée
2129,88783.14,1,63,240,27,236816.7,10.96,client,impayée
2130,45611.52,1,48,256,5,21386.96,1.05,client,payée
2131,20412.17,3,15,156,9,81908.49,16.17,client,impayée
2132,6197.71,1,46,25,22,180183.42,6.13,client,partielle
2133,58176.79,2,27,254,4,12875.41,1.09,client,payée
2134,55102.96,2,64,347,23,178436.76,3.11,client,partielle
2135,73338.59,3,66,99,26,225539.99,6.0,client,impayée
2136,89574.52,1,58,207,21,66249.58,0.09,client,payée
2137,12543.63,1,86,177,28,158446.13,7.58,client,impayée
2138,74492.17,0,17,432,7,62307.18,14.75,client,impayée
2139,22804.13,2,72,380,16,57427.2,0.43,client,payée
2140,86526.82,0,31,227,13,72705.27,11.42,client,impayée
2141,82811.03,3,44,431,2,13804.32,3.12,client,partielle
2142,56375.41,1,78,62,2,5556.04,3.62,client,partielle
2143,72473.07,0,89,417,9,33268.02,9.17,client,impayée
2144,34863.26,3,79,492,15,86007.65,4.45,client,impayée
2145,49760.95,3,88,170,4,19957.8,2.16,client,partielle
2146,83055.51,2,87,87,17,78169.53,6.59,client,impayée
2147,48630.19,0,14,27,9,19898.42,0.74,client,payée
2148,38990.84,0,19,230,15,141352.2,5.49,client,payée
2149,51950.18,1,49,380,1,8971.38,7.45,client,impayée
2150,83683.68,2,57,8,27,138805.81,2.04,client,partielle
2151,36844.76,1,86,190,2,6902.0,17.57,client,impayée
2152,21507.35,2,11,372,9,22971.3,5.12,client,partielle
2153,72641.33,0,34,422,11,32840.53,0.5,client,payée
2154,83467.93,4,82,371,19,129507.42,16.95,client,impayée
2155,14560.56,2,34,4,27,212526.11,6.81,client,partielle
2156,27788.04,3,31,54,1,3251.38,5.95,client,impayée
2157,18487.34,1,53,176,19,55144.15,1.46,client,payée
2158,38054.43,1,61,453,9,67757.68,3.2,client,partielle
2159,47783.34,2,68,400,28,171813.0,11.57,client,impayée
2160,76138.5,2,67,317,2,9949.39,1.84,client,partielle
2161,66859.02,3,52,146,5,38999.16,2.75,client,partielle
2162,63988.21,0,45,249,17,95972.08,1.48,client,payée
2163,38475.62,1,85,109,26,148745.3,1.22,client,partielle
2164,84937.52,2,34,429,1,2125.93,0.22,client,payée
2165,49772.28,1,86,274,14,63393.03,6.68,client,impayée
2166,98014.97,2,7,392,12,24483.33,0.48,client,payée
2167,65243.5,2,41,29,23,215987.91,3.79,client,partielle
2168,16995.15,1,34,149,26,113139.33,0.26,client,payée
2169,69236.87,1,58,487,10,34441.61,20.64,client,impayée
2170,35884.88,1,89,310,19,51816.39,6.18,client,impayée
2171,70201.08,1,88,91,15,35596.32,4.98,client,partielle
2172,11615.91,4,89,47,1,9088.07,1.03,client,impayée
2173,21613.74,2,89,194,1,3348.1,3.75,client,impayée
2174,86295.04,3,11,324,29,201256.49,3.5,client,payée
2175,26582.06,0,12,432,11,79307.19,2.22,client,payée
2176,84518.91,1,67,204,11,49943.91,0.85,client,payée
2177,31531.23,1,67,80,5,43329.85,2.29,client,partielle
2178,66073.78,1,68,89,3,11136.73,4.7,client,partielle
2179,70944.3,2,34,151,11,28288.3,3.34,client,partielle
2180,53702.2,1,14,273,4,10193.34,4.22,client,payée
2181,34004.51,1,73,317,6,26420.49,4.24,client,partielle
2182,25201.22,1,53,180,18,102707.49,1.4,client,payée
2183,8152.99,2,43,42,7,49244.34,0.59,client,payée
2184,33874.91,0,38,367,21,164422.99,3.69,client,payée
2185,67050.47,2,14,51,24,82308.66,11.15,client,impayée
2186,94138.96,2,13,238,4,29885.54,26.87,client,impayée
2187,87764.43,2,64,385,14,48444.49,7.71,client,impayée
2188,77776.15,4,9,405,28,279371.24,1.25,client,payée
2189,79902.5,1,39,185,8,77380.36,4.98,client,partielle
2190,68173.57,2,15,292,20,56385.2,1.36,client,payée
2191,29727.25,1,46,258,11,79650.57,4.3,client,partielle
2192,91183.53,3,84,279,14,129165.89,3.28,client,impayée
2193,68719.57,1,24,188,21,55558.01,2.4,client,payée
2194,58241.86,4,55,488,3,8975.56,5.13,client,impayée
2195,15544.0,0,5,187,11,52535.79,9.75,client,partielle
2196,47470.28,2,15,194,4,11063.31,2.06,client,payée
2197,48734.04,0,65,43,9,81762.63,3.33,client,payée
2198,87133.54,2,83,443,5,45021.79,3.04,client,partielle
2199,56931.58,2,43,202,13,124666.12,1.43,client,payée
2200,41138.05,0,52,107,20,72798.73,2.73,client,payée
2201,97796.03,3,86,73,4,9451.24,0.11,client,partielle
2202,15518.46,4,32,221,7,38899.17,3.64,client,partielle
2203,45142.1,1,79,90,2,18088.85,6.38,client,impayée
2204,8992.34,2,84,120,20,142151.49,2.29,client,partielle
2205,75290.89,2,40,164,19,189744.21,6.86,client,partielle
2206,92217.27,0,74,316,7,64718.46,6.94,client,partielle
2207,31603.55,1,66,221,20,102840.07,20.71,client,impayée
2208,86542.46,1,74,388,24,55590.35,3.95,client,partielle
2209,32760.73,3,14,21,21,42868.78,2.59,client,payée
2210,91523.17,0,9,97,25,178841.23,5.1,client,payée
2211,76626.38,3,32,479,9,83935.15,4.93,client,partielle
2212,81466.14,0,63,375,19,105522.99,21.85,client,impayée
2213,6710.62,2,13,476,25,224858.41,6.15,client,partielle
2214,96466.98,2,43,356,20,130678.54,1.83,client,payée
2215,74033.74,2,66,353,25,69603.94,1.04,client,partielle
2216,33951.35,1,42,4,28,234822.64,7.87,client,partielle
2217,83792.49,0,28,388,2,11881.5,0.99,client,payée
2218,31744.51,4,68,161,21,50578.74,4.94,client,impayée
2219,87911.61,0,47,142,16,136269.26,0.71,client,payée
2220,15695.14,2,20,496,6,48367.41,6.34,client,partielle
2221,71850.17,0,70,393,19,107507.66,7.64,client,partielle
2222,56366.36,0,70,88,18,38802.85,23.3,client,impayée
2223,14170.77,4,73,320,17,81183.39,15.42,client,impayée
2224,27979.91,2,50,190,11,60275.67,6.26,client,partielle
2225,6178.38,1,25,89,23,76417.94,1.63,client,payée
2226,49532.96,1,64,135,4,13148.95,0.22,client,payée
2227,33620.2,1,14,494,24,80060.32,4.05,client,payée
2228,61843.96,0,22,476,8,39716.93,7.26,client,partielle
2229,33237.59,3,88,261,24,204968.46,0.05,client,partielle
2230,33492.32,0,45,366,18,145347.48,3.72,client,payée
2231,75603.35,0,40,13,13,27051.9,10.72,client,impayée
2232,9573.57,2,89,247,21,43619.96,5.07,client,impayée
2233,90775.02,4,70,386,8,20972.57,5.76,client,impayée
2234,85965.07,1,50,250,10,57326.54,3.22,client,payée
2235,68441.44,1,27,84,18,163999.04,14.34,client,impayée
2236,61356.05,1,43,396,18,62245.02,2.35,client,payée
2237,89768.74,0,8,117,17,98844.24,2.38,client,payée
2238,22606.37,3,45,91,16,37215.68,3.65,client,partielle
2239,12502.07,0,7,263,6,12975.67,4.41,client,payée
2240,27753.47,1,57,162,14,28838.02,3.85,client,partielle
2241,80484.94,2,78,149,5,39467.24,8.54,client,impayée
2242,8293.68,2,40,188,15,32858.99,8.99,client,impayée
2243,60366.65,1,53,338,13,54476.82,0.71,client,payée
2244,99566.56,0,31,394,16,114566.14,4.53,client,payée
2245,86291.13,3,57,422,16,111187.31,20.64,client,impayée
2246,54537.34,2,53,186,17,41499.69,4.58,client,partielle
2247,11045.89,2,87,56,27,109440.02,5.83,client,impayée
2248,83980.48,3,5,487,24,170749.86,9.88,client,impayée
